,source_id,plume_lat,plume_lon,candidate_id,date,time,qplume,sigma_qplume,active_flair_detected,inactive_flair_detected
0,P00001,32.21206321,-103.6970761,ang20190922t192642-2,2019-09-22,19:26:42,2579.5281,902.732655,False,False
1,P00002,32.20007183,-103.6733013,ang20190922t192642-4,2019-09-22,19:26:42,420.725207,147.155782,False,False
2,P00003,32.11600784,-103.6263451,ang20190922t192642-5,2019-09-22,19:26:42,1051.9096,339.267587,False,False
3,P00004,32.32259369,-103.8160722,ang20190922t194340-1,2019-09-22,19:43:40,1736.64425,1035.42767,False,False
4,P00005,32.28408292,-103.7939892,ang20190922t194340-2,2019-09-22,19:43:40,870.605019,435.968147,False,False
5,P00006,32.99862282,-102.8122619,ang20190922t203229-2,2019-09-22,20:32:29,4437.72311,2268.54372,False,False
6,P00007,32.02802214,-103.5707453,ang20190923t170747-12,2019-09-23,17:07:47,753.524542,149.873151,False,False
7,P00008,32.32276356,-103.8142947,ang20190923t170747-3,2019-09-23,17:07:47,2054.53964,467.87115,False,False
8,P00009,32.27338462,-103.7982101,ang20190923t170747-4,2019-09-23,17:07:47,1365.64517,323.122588,False,False
9,P00010,32.26425249,-103.771502,ang20190923t170747-5,2019-09-23,17:07:47,1582.97491,275.998471,False,False
10,P00011,31.91262444,-103.5361788,ang20190923t172416-19,2019-09-23,17:24:16,3125.75665,569.700829,False,False
11,P00012,32.10884742,-103.7698814,ang20190923t174142-11,2019-09-23,17:41:42,5665.2427,841.892531,False,False
12,P00013,32.03469747,-103.6869869,ang20190923t174142-14,2019-09-23,17:41:42,375.447796,130.455319,False,True
13,P00014,31.95176429,-103.6134591,ang20190923t174142-16,2019-09-23,17:41:42,1120.37959,193.292015,False,False
14,P00015,31.93005372,-103.6215938,ang20190923t174142-17,2019-09-23,17:41:42,731.195758,160.263873,False,True
15,P00016,31.67804299,-103.3895717,ang20190923t174142-22,2019-09-23,17:41:42,1325.8317,195.845623,False,False
16,P00017,32.24555659,-103.9628398,ang20190923t181729-1,2019-09-23,18:17:29,1375.65445,462.580541,False,False
17,P00018,31.64552259,-103.5277496,ang20190923t183439-10,2019-09-23,18:34:39,744.746832,265.20776,False,False
18,P00019,32.18623943,-103.9919408,ang20190923t183439-2,2019-09-23,18:34:39,2834.59614,588.83415,False,False
19,P00020,31.7026223,-103.5801601,ang20190923t183439-8,2019-09-23,18:34:39,467.889743,191.734477,False,False
20,P00021,32.15037748,-103.9958775,ang20190923t185208-1,2019-09-23,18:52:08,1021.17792,301.723415,False,False
21,P00022,32.04321038,-103.9369113,ang20190923t185208-3,2019-09-23,18:52:08,1853.45163,385.575874,False,False
22,P00022,32.04306164,-103.9368825,ang20190923t190921-3,2019-09-23,19:09:21,1632.80026,334.841541,False,False
23,P00023,31.91630253,-103.8596866,ang20190923t190921-5,2019-09-23,19:09:21,1070.42914,497.245324,False,False
24,P00024,32.10902565,-104.0446541,ang20190923t192543-4,2019-09-23,19:25:43,227.140694,123.567772,False,False
25,P00025,31.71212946,-103.7658277,ang20190923t192543-8,2019-09-23,19:25:43,1986.21993,997.300403,False,True
26,P00025,31.71120487,-103.7662359,ang20190923t194235-5,2019-09-23,19:42:35,1462.8549,768.422761,False,True
27,P00026,31.50210497,-103.6216263,ang20190923t194235-8,2019-09-23,19:42:35,153.294905,73.3833248,False,False
28,P00027,32.15091349,-104.1965897,ang20190923t195907-1,2019-09-23,19:59:07,2277.54531,660.369969,False,False
29,P00028,32.43894753,-101.9477473,ang20190924t165509-1,2019-09-24,16:55:09,874.760587,141.130008,False,True
30,P00029,32.20287949,-101.9448249,ang20190924t165836-2,2019-09-24,16:58:36,3136.96321,393.087746,False,False
31,P00030,31.55292016,-101.9331152,ang20190924t165836-6,2019-09-24,16:58:36,1745.21488,263.804647,False,False
32,P00031,32.24409475,-101.9036812,ang20190924t172057-1,2019-09-24,17:20:57,3308.12158,824.30039,False,False
33,P00032,31.91077569,-101.8663757,ang20190924t174538-5,2019-09-24,17:45:38,1744.57611,332.68256,True,False
34,P00033,32.32396913,-101.8122095,ang20190924t181121-2,2019-09-24,18:11:21,2657.45291,514.00473,False,False
35,P00034,31.64635027,-101.7645351,ang20190924t183641-4,2019-09-24,18:36:41,11164.8973,2101.98628,False,True
36,P00035,31.948482,-104.2798787,ang20190926t152524-1,2019-09-26,15:25:24,369.211195,236.503631,False,False
37,P00036,31.74041195,-104.1387873,ang20190926t152524-2,2019-09-26,15:25:24,3723.63001,930.609239,False,False
38,P00037,31.62720076,-104.036365,ang20190926t152524-5,2019-09-26,15:25:24,495.990285,244.031926,False,False
39,P00038,31.78033935,-104.096685,ang20190926t154314-3,2019-09-26,15:43:14,2850.47977,784.608655,False,False
40,P00039,31.74223913,-104.083175,ang20190926t154314-4,2019-09-26,15:43:14,643.698816,135.073787,False,False
41,P00040,31.64865214,-104.0122802,ang20190926t154314-6,2019-09-26,15:43:14,813.08473,207.019278,False,False
42,P00041,31.64782743,-103.9639111,ang20190926t154314-7,2019-09-26,15:43:14,1184.89086,347.722116,False,False
43,P00042,31.66675632,-103.9803689,ang20190926t160016-2,2019-09-26,16:00:16,852.090745,202.888388,True,False
44,P00041,31.64810993,-103.964228,ang20190926t160016-3,2019-09-26,16:00:16,1855.4302,354.561628,False,False
45,P00043,31.48263936,-103.812315,ang20190926t160016-6,2019-09-26,16:00:16,773.303494,135.258391,False,False
46,P00044,31.47492344,-103.7972819,ang20190926t160016-7,2019-09-26,16:00:16,482.992296,213.650472,False,False
47,P00045,31.99540097,-104.1751575,ang20190926t161748-2,2019-09-26,16:17:48,304.062294,181.759059,False,False
48,P00046,31.99809825,-104.1261868,ang20190926t163428-2,2019-09-26,16:34:28,681.518343,366.351585,False,False
49,P00047,31.89610789,-104.0477779,ang20190926t163428-3,2019-09-26,16:34:28,287.77739,66.3277359,False,False
50,P00048,31.89540017,-104.0316202,ang20190926t163428-4,2019-09-26,16:34:28,743.01428,314.649926,False,False
51,P00049,32.17114601,-104.2419225,ang20190926t171159-1,2019-09-26,17:11:59,304.964239,153.186271,False,False
52,P00050,32.0260547,-104.1179316,ang20190926t171159-3,2019-09-26,17:11:59,244.192824,100.517178,False,False
53,P00051,32.06626182,-104.0475269,ang20190926t172904-1,2019-09-26,17:29:04,440.389173,132.098576,False,False
54,P00052,31.89602443,-103.9459305,ang20190926t172904-3,2019-09-26,17:29:04,1815.02102,436.361414,False,False
55,P00024,32.10908349,-104.04463,ang20190926t174644-1,2019-09-26,17:46:44,332.116939,134.029326,False,False
56,P00051,32.06637516,-104.0474757,ang20190926t174644-2,2019-09-26,17:46:44,1255.80753,587.531246,False,False
57,P00053,31.99931346,-103.9858983,ang20190926t174644-3,2019-09-26,17:46:44,1012.5479,382.948123,False,False
58,P00054,31.91251727,-103.8883826,ang20190926t174644-4,2019-09-26,17:46:44,560.085729,227.062957,False,False
59,P00055,32.19499938,-104.0705143,ang20190926t180335-1,2019-09-26,18:03:35,936.65357,376.659867,True,False
60,P00056,31.99531572,-103.9148813,ang20190926t180335-5,2019-09-26,18:03:35,1972.8963,548.540959,False,False
61,P00023,31.91618805,-103.8584224,ang20190926t180335-6,2019-09-26,18:03:35,835.602765,328.369761,False,False
62,P00057,31.56386232,-103.556287,ang20190926t180335-7,2019-09-26,18:03:35,966.994118,283.1449,False,False
63,P00058,32.21838267,-104.0325673,ang20190926t182043-1,2019-09-26,18:20:43,638.376914,138.359746,False,False
64,P00059,32.17229706,-104.0247116,ang20190926t182043-3,2019-09-26,18:20:43,918.283089,236.23483,False,False
65,P00021,32.15032691,-103.9958574,ang20190926t182043-4,2019-09-26,18:20:43,462.973832,129.63305,False,False
66,P00060,31.61414115,-103.5529726,ang20190926t182043-8,2019-09-26,18:20:43,922.870425,236.651052,False,False
67,P00061,32.25232975,-104.0273172,ang20190926t184029-1,2019-09-26,18:40:29,150.616978,66.7238543,False,False
68,P00062,32.21073706,-103.9632093,ang20190926t184029-3,2019-09-26,18:40:29,912.859719,294.459819,False,False
69,P00020,31.70248344,-103.5801305,ang20190926t184029-4,2019-09-26,18:40:29,745.016475,208.691631,False,False
70,P00063,31.67501262,-103.5704761,ang20190926t184029-5,2019-09-26,18:40:29,1117.67458,376.654788,False,False
71,P00064,31.64740296,-103.5169048,ang20190926t184029-6,2019-09-26,18:40:29,2129.60133,625.971445,False,False
72,P00065,32.25343328,-103.9682814,ang20190926t185727-1,2019-09-26,18:57:27,1000.84429,364.497014,False,False
73,P00062,32.21149165,-103.9633894,ang20190926t185727-2,2019-09-26,18:57:27,1885.82581,463.636708,False,False
74,P00066,31.97089694,-103.767776,ang20190926t185727-3,2019-09-26,18:57:27,504.584706,181.72747,False,False
75,P00067,31.95992243,-103.7403354,ang20190926t185727-4,2019-09-26,18:57:27,440.230591,69.0884189,False,True
76,P00068,32.26317111,-103.9341444,ang20190926t191417-1,2019-09-26,19:14:17,710.047746,185.067501,False,True
77,P00069,31.79424269,-103.5609677,ang20190926t191417-4,2019-09-26,19:14:17,810.678039,315.784322,False,False
78,P00070,31.74183657,-103.4972104,ang20190926t191417-5,2019-09-26,19:14:17,1111.36052,223.990658,False,False
79,P00071,31.63225099,-103.4329122,ang20190926t191417-6,2019-09-26,19:14:17,875.4103,302.803151,False,False
80,P00072,32.30714154,-103.9267587,ang20190926t193117-1,2019-09-26,19:31:17,761.671264,247.674922,False,False
81,P00073,31.95099223,-103.6283936,ang20190926t193117-3,2019-09-26,19:31:17,849.764108,325.834808,False,False
82,P00015,31.92998203,-103.6212997,ang20190926t193117-4,2019-09-26,19:31:17,1074.75311,596.172305,False,True
83,P00074,31.88074525,-103.5839027,ang20190926t193117-5,2019-09-26,19:31:17,1748.91409,455.179173,False,False
84,P00075,32.14293413,-103.7388956,ang20190926t220008-3,2019-09-26,22:00:08,952.517153,385.936688,False,False
85,P00007,32.02798006,-103.5703298,ang20190926t221757-4,2019-09-26,22:17:57,827.559842,235.786442,False,False
86,P00002,32.19996673,-103.6730444,ang20190926t223557-2,2019-09-26,22:35:57,1611.16361,308.588581,False,False
87,P00076,32.55985134,-103.5110975,ang20190927t145113-2,2019-09-27,14:51:13,770.558108,358.656309,False,False
88,P00077,31.80664136,-104.1710432,ang20190927t151239-1,2019-09-27,15:12:39,458.006694,243.812216,False,False
89,P00078,31.74192889,-104.094893,ang20190927t151239-2,2019-09-27,15:12:39,2421.26779,809.152267,False,False
90,P00079,31.6273144,-104.045936,ang20190927t151239-3,2019-09-27,15:12:39,904.294862,277.153799,False,False
91,P00080,31.65559291,-104.0256642,ang20190927t151239-4,2019-09-27,15:12:39,2159.78761,582.362683,False,True
92,P00081,32.02107407,-104.302478,ang20190927t153023-2,2019-09-27,15:30:23,787.411614,374.701119,False,False
93,P00082,31.79161697,-104.1086713,ang20190927t153023-3,2019-09-27,15:30:23,758.432399,242.155034,False,False
94,P00083,31.78194678,-104.0727148,ang20190927t153023-4,2019-09-27,15:30:23,962.079967,430.375838,False,False
95,P00084,31.74117711,-104.0930473,ang20190927t153023-5,2019-09-27,15:30:23,2708.66276,933.251038,False,False
96,P00085,31.65312618,-104.0231185,ang20190927t153023-6,2019-09-27,15:30:23,2431.49544,598.792905,False,True
97,P00041,31.64820484,-103.9640018,ang20190927t153023-7,2019-09-27,15:30:23,829.189256,287.721866,False,False
98,P00086,31.43804756,-103.8309822,ang20190927t153023-9,2019-09-27,15:30:23,210.858818,102.433079,False,False
99,P00087,31.78220715,-104.0655683,ang20190927t154855-1,2019-09-27,15:48:55,1613.11293,786.646157,False,False
100,P00041,31.6481944,-103.964079,ang20190927t154855-2,2019-09-27,15:48:55,626.593274,150.308464,False,False
101,P00088,31.64242373,-103.9369567,ang20190927t154855-3,2019-09-27,15:48:55,208.950273,60.2134625,False,False
102,P00089,31.80912156,-104.0133155,ang20190927t160700-4,2019-09-27,16:07:00,1602.89772,795.103454,False,False
103,P00046,31.99873955,-104.1263122,ang20190927t162514-1,2019-09-27,16:25:14,3013.47644,593.426553,False,False
104,P00090,31.66890395,-103.8518441,ang20190927t162514-3,2019-09-27,16:25:14,581.149089,346.913441,False,False
105,P00091,32.02304277,-104.1194895,ang20190927t164322-1,2019-09-27,16:43:22,625.108449,198.311464,False,False
106,P00092,31.6104008,-103.6344551,ang20190927t171836-4,2019-09-27,17:18:36,412.439481,161.839436,False,False
107,P00093,31.52901233,-103.584696,ang20190927t171836-6,2019-09-27,17:18:36,343.349786,86.700667,False,False
108,P00094,32.14995379,-104.0487067,ang20190927t173620-1,2019-09-27,17:36:20,310.691721,126.111696,False,False
109,P00095,32.0643671,-103.9992877,ang20190927t173620-2,2019-09-27,17:36:20,1160.18995,354.13339,False,False
110,P00023,31.91569323,-103.859283,ang20190927t173620-3,2019-09-27,17:36:20,445.280579,143.6598,False,False
111,P00096,31.69053493,-103.6605345,ang20190927t173620-4,2019-09-27,17:36:20,899.178387,296.680461,False,False
112,P00092,31.61018922,-103.6348479,ang20190927t173620-5,2019-09-27,17:36:20,1797.63269,550.104867,False,False
113,P00021,32.15048999,-103.9961685,ang20190927t175410-1,2019-09-27,17:54:10,308.580886,205.118008,False,False
114,P00097,32.0797921,-103.9523618,ang20190927t175410-2,2019-09-27,17:54:10,377.612437,233.764395,False,False
115,P00098,31.8408478,-103.7359811,ang20190927t175410-3,2019-09-27,17:54:10,215.719129,88.4969509,False,False
116,P00020,31.70258738,-103.5802748,ang20190927t181142-2,2019-09-27,18:11:42,1308.59624,460.911435,False,False
117,P00099,31.9504378,-103.6698932,ang20190927t184620-4,2019-09-27,18:46:20,1269.52413,404.503344,False,False
118,P00070,31.74160787,-103.497269,ang20190927t184620-6,2019-09-27,18:46:20,476.858185,164.832258,False,False
119,P00100,32.03532949,-103.6731403,ang20190927t190436-2,2019-09-27,19:04:36,1039.1628,336.978085,False,True
120,P00101,31.97248433,-103.6674289,ang20190927t190436-3,2019-09-27,19:04:36,402.455125,238.168998,False,False
121,P00015,31.93031396,-103.6215161,ang20190927t190436-5,2019-09-27,19:04:36,711.368973,363.347094,False,True
122,P00102,32.19346501,-103.7807271,ang20190927t192237-1,2019-09-27,19:22:37,587.444976,200.648784,False,False
123,P00075,32.14290081,-103.7387844,ang20190927t192237-2,2019-09-27,19:22:37,589.405903,140.465764,False,False
124,P00103,32.07918622,-103.6674747,ang20190927t192237-3,2019-09-27,19:22:37,2384.00818,1164.24752,False,False
125,P00104,31.97216521,-103.6031901,ang20190927t192237-4,2019-09-27,19:22:37,691.423978,200.650499,False,False
126,P00105,31.93953617,-103.5506167,ang20190927t192237-5,2019-09-27,19:22:37,934.120365,276.953022,False,True
127,P00106,31.87467818,-103.5071346,ang20190927t192237-6,2019-09-27,19:22:37,1613.1787,465.855705,False,False
128,P00009,32.27341781,-103.7976616,ang20190927t194104-1,2019-09-27,19:41:04,1694.22776,778.754116,False,False
129,P00007,32.02837788,-103.5703798,ang20190927t194104-3,2019-09-27,19:41:04,774.395236,252.570513,False,False
130,P00107,31.74375487,-104.1058118,ang20190928t175550-1,2019-09-28,17:55:50,471.237173,134.265983,False,False
131,P00037,31.62788908,-104.0365532,ang20190928t175550-2,2019-09-28,17:55:50,402.559668,258.027395,False,False
132,P00108,31.61492258,-104.0048475,ang20190928t175550-3,2019-09-28,17:55:50,1448.05089,575.709558,False,True
133,P00081,32.02080972,-104.3025697,ang20190928t181405-1,2019-09-28,18:14:05,443.035536,54.9356556,False,False
134,P00109,31.79197604,-104.1123182,ang20190928t181405-3,2019-09-28,18:14:05,1052.49907,395.590183,False,False
135,P00039,31.74184039,-104.0833296,ang20190928t181405-4,2019-09-28,18:14:05,967.146736,307.310582,False,False
136,P00040,31.64851814,-104.0124836,ang20190928t181405-5,2019-09-28,18:14:05,788.839415,345.269872,False,False
137,P00083,31.78221372,-104.072636,ang20190928t183313-1,2019-09-28,18:33:13,924.749978,267.181606,False,False
138,P00042,31.66705293,-103.980078,ang20190928t183313-2,2019-09-28,18:33:13,543.146985,206.599176,False,True
139,P00088,31.64246854,-103.9372415,ang20190928t183313-4,2019-09-28,18:33:13,452.505394,265.616412,False,False
140,P00110,32.17160572,-104.3195726,ang20190928t185111-1,2019-09-28,18:51:11,323.636611,238.558605,False,False
141,P00111,31.9998867,-104.1557161,ang20190928t185111-3,2019-09-28,18:51:11,3706.87622,641.414492,False,False
142,P00089,31.80994793,-104.0137211,ang20190928t185111-4,2019-09-28,18:51:11,765.224252,200.568571,False,False
143,P00046,31.99881099,-104.1260313,ang20190928t190948-1,2019-09-28,19:09:48,1574.10717,428.63195,False,False
144,P00091,32.02255728,-104.1195704,ang20190928t190948-2,2019-09-28,19:09:48,1094.89269,203.940729,False,False
145,P00112,31.77225251,-103.9100922,ang20190928t190948-4,2019-09-28,19:09:48,1517.23292,533.692513,False,False
146,P00090,31.6690294,-103.8516429,ang20190928t190948-5,2019-09-28,19:09:48,668.255045,409.073443,False,False
147,P00113,32.39639626,-104.3078045,ang20190928t192731-1,2019-09-28,19:27:31,1851.87417,535.722361,False,False
148,P00114,31.86065251,-101.7923936,ang20191005t210402-10,2019-10-05,21:04:02,5784.07412,1359.07625,False,True
149,P00115,32.37371622,-101.8460045,ang20191005t210402-4,2019-10-05,21:04:02,2398.15007,701.925756,False,False
150,P00116,32.15482798,-101.9297102,ang20191005t215301-11,2019-10-05,21:53:01,11687.9421,2036.47114,False,True
151,P00117,32.33501743,-103.8145503,ang20191006t150453-2,2019-10-06,15:04:53,426.159705,255.640317,False,False
152,P00118,32.30525167,-103.7877488,ang20191006t150453-3,2019-10-06,15:04:53,388.390235,169.11532,False,False
153,P00119,32.24452855,-103.7115606,ang20191006t150453-5,2019-10-06,15:04:53,256.319778,167.09701,False,False
154,P00001,32.21232677,-103.6975263,ang20191006t150453-6,2019-10-06,15:04:53,1032.39503,606.623335,False,False
155,P00120,32.20026769,-103.6860399,ang20191006t150453-7,2019-10-06,15:04:53,130.657852,87.2142757,False,True
156,P00121,32.12357631,-103.624357,ang20191006t150453-8,2019-10-06,15:04:53,400.285628,249.832606,False,False
157,P00117,32.33503597,-103.8146499,ang20191006t152009-1,2019-10-06,15:20:09,461.818376,189.550341,False,False
158,P00122,32.27591142,-103.7900188,ang20191006t152009-2,2019-10-06,15:20:09,508.368091,253.700916,False,False
159,P00007,32.02815026,-103.5703864,ang20191006t152009-4,2019-10-06,15:20:09,264.310519,190.013626,False,False
160,P00123,32.22607476,-103.8273755,ang20191006t153731-5,2019-10-06,15:37:31,1609.77999,777.810387,False,False
161,P00124,32.23781901,-103.8035098,ang20191006t153731-6,2019-10-06,15:37:31,208.209727,108.10861,False,False
162,P00125,32.30568083,-103.9258876,ang20191006t155231-1,2019-10-06,15:52:31,54.9598873,27.881856,True,False
163,P00015,31.93048593,-103.6208563,ang20191006t155231-2,2019-10-06,15:52:31,381.169483,301.400593,False,True
164,P00126,31.95458656,-103.6769282,ang20191006t160931-2,2019-10-06,16:09:31,944.201904,752.407837,False,False
165,P00070,31.74164788,-103.4970735,ang20191006t160931-5,2019-10-06,16:09:31,489.257213,193.036393,False,False
166,P00127,31.97795561,-103.7556062,ang20191006t162415-2,2019-10-06,16:24:15,219.414312,181.419809,False,False
167,P00128,31.95803027,-103.7397356,ang20191006t162415-3,2019-10-06,16:24:15,402.133595,311.789056,False,False
168,P00129,31.91093341,-103.6854177,ang20191006t162415-4,2019-10-06,16:24:15,353.351298,319.595083,True,False
169,P00130,32.30827759,-104.0894879,ang20191006t164135-1,2019-10-06,16:41:35,286.553468,215.858564,False,False
170,P00131,32.25311066,-104.0533537,ang20191006t164135-2,2019-10-06,16:41:35,378.147033,256.812174,False,True
171,P00132,32.16373598,-103.9487626,ang20191006t164135-3,2019-10-06,16:41:35,331.754059,253.804586,False,False
172,P00133,31.74027231,-103.6342759,ang20191006t164135-4,2019-10-06,16:41:35,663.052711,356.213561,False,False
173,P00020,31.70247867,-103.5801123,ang20191006t164135-5,2019-10-06,16:41:35,1025.97933,377.456243,False,False
174,P00134,31.67628307,-103.5690155,ang20191006t164135-6,2019-10-06,16:41:35,431.453429,163.286324,False,False
175,P00135,32.25833015,-104.0991765,ang20191006t165608-1,2019-10-06,16:56:08,931.763672,543.17,False,False
176,P00131,32.25277139,-104.0525809,ang20191006t165608-2,2019-10-06,16:56:08,388.052092,260.229874,False,True
177,P00021,32.15050146,-103.9959945,ang20191006t165608-4,2019-10-06,16:56:08,541.557412,374.740379,False,False
178,P00136,32.09278507,-103.9544435,ang20191006t165608-5,2019-10-06,16:56:08,286.452416,180.975092,False,False
179,P00137,32.03510515,-103.8996178,ang20191006t165608-6,2019-10-06,16:56:08,301.015525,199.707958,False,False
180,P00138,31.8414603,-103.765954,ang20191006t165608-7,2019-10-06,16:56:08,514.508194,435.829989,False,False
181,P00098,31.84085893,-103.7358076,ang20191006t165608-8,2019-10-06,16:56:08,394.958101,249.023075,False,False
182,P00133,31.7401957,-103.6344013,ang20191006t165608-9,2019-10-06,16:56:08,366.217934,141.82396,False,False
183,P00139,31.92603489,-103.843032,ang20191006t171344-5,2019-10-06,17:13:44,464.073251,238.480795,False,False
184,P00140,31.65251658,-103.6529523,ang20191006t171344-6,2019-10-06,17:13:44,683.734657,274.976035,False,False
185,P00141,32.2226499,-104.1344175,ang20191006t172739-1,2019-10-06,17:27:39,565.337083,244.369657,False,False
186,P00024,32.10921446,-104.0445682,ang20191006t172739-3,2019-10-06,17:27:39,717.27761,427.990379,False,False
187,P00142,31.88141743,-103.8602577,ang20191006t172739-5,2019-10-06,17:27:39,719.758337,475.107069,False,False
188,P00143,31.78351127,-103.8424971,ang20191006t174505-1,2019-10-06,17:45:05,464.157162,324.566043,False,False
189,P00050,32.02607495,-104.1178746,ang20191006t180341-1,2019-10-06,18:03:41,252.832449,115.029675,False,False
190,P00144,31.92477848,-104.0187079,ang20191006t180341-2,2019-10-06,18:03:41,1165.98107,491.353599,False,False
191,P00145,32.0805953,-104.2183649,ang20191006t182329-1,2019-10-06,18:23:29,433.080613,112.779745,False,False
192,P00090,31.66868127,-103.8514438,ang20191006t182329-2,2019-10-06,18:23:29,841.178075,527.785552,False,False
193,P00146,31.64997874,-103.865924,ang20191006t182329-3,2019-10-06,18:23:29,1253.09758,533.456286,False,False
194,P00145,32.08066876,-104.2183923,ang20191006t183904-1,2019-10-06,18:39:04,325.060209,82.8203602,False,False
195,P00147,31.82499348,-104.04887,ang20191006t183904-3,2019-10-06,18:39:04,751.824738,198.73973,False,False
196,P00148,31.69531491,-103.9291218,ang20191006t183904-4,2019-10-06,18:39:04,1088.25638,668.402091,False,True
197,P00149,31.64773506,-103.8956867,ang20191006t183904-5,2019-10-06,18:39:04,1249.35896,543.645541,False,False
198,P00150,32.11675733,-104.3164933,ang20191006t185838-1,2019-10-06,18:58:38,66.2617875,37.7278071,False,False
199,P00151,32.01976108,-104.301987,ang20191006t191332-1,2019-10-06,19:13:32,806.660108,272.045303,False,False
200,P00152,31.91054594,-104.1930637,ang20191006t191332-2,2019-10-06,19:13:32,1118.47502,798.243806,False,True
201,P00040,31.64872789,-104.0120964,ang20191006t191332-3,2019-10-06,19:13:32,2577.86405,470.407774,False,False
202,P00153,31.94256676,-103.0888313,ang20191007t175016-1,2019-10-07,17:50:16,1271.36636,383.542524,False,False
203,P00154,31.93320154,-103.0327089,ang20191007t180411-1,2019-10-07,18:04:11,1084.55606,501.040393,False,False
204,P00155,31.6530933,-103.5021938,ang20191007t180411-2,2019-10-07,18:04:11,743.465905,362.060067,False,False
205,P00156,32.2836445,-103.7420659,ang20191007t182352-1,2019-10-07,18:23:52,837.52324,190.338707,False,False
206,P00001,32.21225304,-103.6972533,ang20191007t182352-2,2019-10-07,18:23:52,826.823256,226.851094,False,False
207,P00157,32.05765056,-103.5335575,ang20191007t182352-4,2019-10-07,18:23:52,973.482802,402.385404,False,False
208,P00007,32.02715309,-103.571636,ang20191007t184008-2,2019-10-07,18:40:08,1373.27978,230.015373,False,False
209,P00072,32.3071458,-103.9272048,ang20191007t190840-1,2019-10-07,19:08:40,786.349999,179.937269,False,False
210,P00015,31.92994603,-103.6217455,ang20191007t190840-2,2019-10-07,19:08:40,1899.02578,278.858337,False,True
211,P00074,31.88148099,-103.5843706,ang20191007t190840-3,2019-10-07,19:08:40,1333.32228,270.880552,False,False
212,P00158,32.26904088,-103.9748162,ang20191007t193705-1,2019-10-07,19:37:05,361.252287,137.29861,False,False
213,P00159,31.95834708,-103.7425045,ang20191007t193705-3,2019-10-07,19:37:05,1072.26254,95.2005595,False,False
214,P00160,31.90357327,-103.716085,ang20191007t193705-4,2019-10-07,19:37:05,408.706507,81.0008836,False,False
215,P00129,31.91051912,-103.6858313,ang20191007t193705-5,2019-10-07,19:37:05,841.376623,431.052212,False,True
216,P00131,32.25333333,-104.0534821,ang20191007t195115-1,2019-10-07,19:51:15,425.206775,194.547106,False,True
217,P00161,32.23517619,-104.0016283,ang20191007t195115-2,2019-10-07,19:51:15,202.213348,113.379318,False,False
218,P00162,32.22409911,-103.9955793,ang20191007t195115-3,2019-10-07,19:51:15,477.718543,89.3485741,False,False
219,P00019,32.18621814,-103.9917333,ang20191007t195115-4,2019-10-07,19:51:15,373.350129,136.387967,False,False
220,P00133,31.7403099,-103.6341588,ang20191007t195115-5,2019-10-07,19:51:15,900.080639,291.051505,False,False
221,P00020,31.70245788,-103.580236,ang20191007t195115-6,2019-10-07,19:51:15,2623.37001,993.238104,False,False
222,P00134,31.67613023,-103.5692254,ang20191007t195115-7,2019-10-07,19:51:15,925.521274,401.205398,False,False
223,P00163,32.25560784,-104.0656687,ang20191007t200647-1,2019-10-07,20:06:47,2274.32116,552.923577,False,False
224,P00164,32.07968738,-103.9568532,ang20191007t200647-2,2019-10-07,20:06:47,2091.77387,833.257401,False,False
225,P00165,32.0489891,-103.9039166,ang20191007t200647-3,2019-10-07,20:06:47,224.434651,77.8178405,False,False
226,P00133,31.74009706,-103.6348618,ang20191007t200647-4,2019-10-07,20:06:47,805.545496,332.669753,False,False
227,P00166,32.01999582,-103.9446361,ang20191007t201917-1,2019-10-07,20:19:17,566.167645,317.047111,False,False
228,P00167,32.20383022,-101.9645727,ang20191008t151045-11,2019-10-08,15:10:45,4258.12159,1136.04752,False,False
229,P00168,32.15639296,-101.9323515,ang20191008t151045-12,2019-10-08,15:10:45,6924.17673,2077.85218,False,True
230,P00169,31.82724405,-101.9075708,ang20191008t153517-6,2019-10-08,15:35:17,2538.80095,1147.25958,False,False
231,P00170,31.84963644,-101.8208001,ang20191008t165855-3,2019-10-08,16:58:55,1297.16333,670.751901,False,True
232,P00171,31.73788443,-101.7993465,ang20191008t165855-4,2019-10-08,16:58:55,1848.58982,550.610592,False,True
233,P00172,31.61148837,-101.8061731,ang20191008t165855-5,2019-10-08,16:58:55,1074.84189,267.520188,False,False
234,P00173,31.47392351,-101.7458189,ang20191008t172458-11,2019-10-08,17:24:58,1561.3132,633.911082,False,False
235,P00174,31.85280738,-101.7768869,ang20191008t172458-5,2019-10-08,17:24:58,2107.06446,706.697522,False,False
236,P00175,31.64839337,-101.7669621,ang20191008t172458-7,2019-10-08,17:24:58,2101.37963,773.535452,False,False
237,P00176,31.50322363,-101.7238227,ang20191008t172458-9,2019-10-08,17:24:58,3384.93348,1014.55378,False,False
238,P00177,31.61200199,-103.9994742,ang20191008t182150-1,2019-10-08,18:21:50,576.53988,174.241908,False,True
239,P00178,31.80373369,-104.1262995,ang20191008t183946-1,2019-10-08,18:39:46,406.362189,115.001111,False,True
240,P00179,31.65647705,-104.030408,ang20191008t183946-2,2019-10-08,18:39:46,1195.8039,258.748281,False,False
241,P00042,31.66706538,-103.9803556,ang20191008t190449-3,2019-10-08,19:04:49,607.612938,163.192624,False,True
